Income,Recency,MntWines,NumWebPurchases,MntMeatProducts,Kidhome,Teenhome,Age
70038.0,54,587,4,348,0,0,43
30096.0,30,5,2,11,1,0,42
19329.0,39,24,4,16,1,0,57
45837.0,88,215,6,87,1,1,51
55951.0,62,1241,3,80,0,1,73
75276.0,2,610,9,125,0,0,60
79593.0,70,350,5,568,0,0,52
18358.0,49,6,3,19,1,0,36
35893.0,80,158,3,23,1,1,57
61331.0,42,534,11,47,1,1,67
76624.0,68,411,5,147,0,1,63
74805.0,14,209,4,209,0,1,70
75774.0,27,340,7,134,1,0,44
47743.0,56,198,4,43,0,1,68
45143.0,74,202,6,74,0,1,60
7500.0,19,7,4,12,1,0,49
32632.0,32,63,4,137,0,0,62
22070.0,11,10,2,19,1,0,55
41473.0,80,21,2,20,1,0,40
84169.0,9,1478,7,403,0,0,43
75702.0,87,1073,10,629,0,1,51
64509.0,19,836,6,575,0,0,35
90687.0,98,982,6,672,0,0,42
46098.0,86,57,3,27,1,1,50
35178.0,10,23,1,13,1,0,54
24639.0,3,20,2,16,1,1,52
20425.0,5,4,2,5,1,0,39
22634.0,47,2,2,11,0,0,59
78420.0,75,604,3,674,0,0,59
40760.0,64,70,2,17,0,1,60
34738.0,51,3,1,10,1,0,41
54432.0,37,33,1,5,2,1,75
33051.0,15,100,9,243,0,0,66
70638.0,69,1016,4,215,0,0,70
63033.0,82,194,3,480,0,0,66
78331.0,97,756,10,354,0,1,67
28718.0,78,12,2,6,1,0,43
15287.0,60,1,1,8,1,0,46
60474.0,25,265,10,303,0,1,46
18690.0,77,6,1,7,0,0,66
54137.0,46,171,4,11,0,1,55
18701.0,95,12,2,2,1,1,61
82504.0,2,362,3,431,0,0,65
35860.0,37,15,1,8,1,1,52
,67,738,2,172,1,2,55
44503.0,83,31,2,8,1,1,53
63206.0,65,750,4,125,0,0,51
27803.0,40,8,3,46,1,0,52
15315.0,27,7,2,13,0,0,55
36921.0,74,17,2,12,1,1,60
57288.0,27,527,8,21,0,1,62
72679.0,65,619,4,260,0,1,56
63887.0,38,897,9,207,0,1,63
72190.0,79,597,5,597,0,0,60
,83,161,4,22,0,1,71
60896.0,90,1013,9,399,0,1,61
62187.0,49,792,4,275,0,0,68
74881.0,48,505,9,270,1,1,64
29009.0,19,6,2,15,1,0,44
50272.0,75,99,4,66,1,0,43
61618.0,27,605,3,399,0,0,34
38872.0,93,23,3,21,1,0,37
64413.0,27,200,5,44,0,1,55
57937.0,56,261,4,144,0,1,43
64355.0,66,1047,4,140,1,0,40
72967.0,1,158,7,179,0,1,55
18690.0,77,6,1,7,0,0,66
46463.0,56,163,3,40,1,1,54
26646.0,26,11,2,20,1,0,41
47352.0,70,172,6,112,0,1,74
31880.0,13,4,1,5,1,0,55
62513.0,16,520,6,98,0,1,58
18793.0,14,4,2,20,1,0,54
38232.0,84,43,3,28,1,1,54
47850.0,72,42,3,43,1,0,45
79930.0,72,792,3,740,0,0,53
35860.0,37,15,1,8,1,1,52
42710.0,38,252,4,42,1,0,41
22804.0,75,14,2,7,1,0,54
37087.0,50,194,4,134,1,0,51
,17,25,1,13,1,0,53
44375.0,73,213,4,28,0,1,60
40304.0,82,37,2,17,1,0,58
71434.0,4,711,7,217,0,1,63
34176.0,12,5,3,24,1,0,37
45576.0,9,56,3,29,0,0,80
34412.0,62,52,5,50,1,0,35
60714.0,56,216,7,224,0,0,69
19986.0,74,3,0,5,1,0,40
39898.0,20,69,3,26,0,1,71
54198.0,13,185,3,28,1,1,59
61209.0,73,466,5,224,0,0,55
65735.0,37,239,6,119,1,1,60
93027.0,77,1285,7,716,0,0,84
59973.0,47,130,3,168,0,0,53
40101.0,73,171,6,129,1,0,40
72298.0,52,625,4,169,0,0,76
57530.0,68,50,1,27,0,1,74
80398.0,92,342,5,936,0,0,59
51537.0,27,787,2,204,0,1,73
79734.0,72,572,4,232,0,0,56
81657.0,69,364,3,425,0,0,56
47111.0,35,595,3,153,0,1,54
67384.0,32,957,7,175,0,1,55
32474.0,0,10,1,1,1,1,58
40689.0,69,270,7,27,0,1,74
64722.0,47,303,8,280,1,0,54
41883.0,13,32,4,41,1,0,37
44931.0,0,78,2,11,0,1,58
21359.0,1,12,2,17,1,0,53
73538.0,92,811,10,428,0,1,60
29440.0,95,17,1,14,1,1,65
68118.0,51,595,8,123,0,1,62
72071.0,4,531,5,300,0,1,71
13724.0,43,2,2,5,1,0,37
59060.0,77,35,3,111,1,0,36
83151.0,93,407,5,100,0,0,65
39898.0,20,69,3,26,0,1,71
35788.0,34,23,2,11,1,1,54
20194.0,64,0,2,7,1,0,46
65685.0,54,642,9,49,0,1,53
61014.0,17,269,9,495,0,1,45
28442.0,53,19,2,10,2,0,47
54690.0,76,111,3,37,1,1,54
80134.0,40,1218,5,272,1,0,53
28647.0,54,19,2,29,1,0,47
74538.0,21,380,8,733,0,0,54
16185.0,71,5,2,16,1,0,35
50334.0,24,284,7,160,0,1,53
47009.0,89,171,3,73,0,1,60
18690.0,77,6,1,7,0,0,66
51479.0,67,247,6,160,1,1,58
44213.0,48,95,2,35,1,1,73
75825.0,40,1032,5,779,0,0,49
,19,5,27,3,1,0,39
72117.0,34,707,9,171,0,1,48
32880.0,76,8,1,15,1,0,39
44794.0,99,54,2,7,0,1,59
82384.0,55,984,3,432,0,0,70
63120.0,53,965,8,279,0,1,75
46377.0,89,37,2,46,1,0,47
58710.0,77,440,11,368,0,1,55
79419.0,96,751,4,687,0,0,55
72635.0,54,390,6,323,0,0,70
33454.0,32,76,4,56,1,0,40
78687.0,13,817,4,687,0,0,42
82716.0,8,606,6,228,0,0,81
44529.0,98,538,6,91,0,1,59
75693.0,10,797,11,293,0,0,57
41728.0,92,13,2,15,1,0,57
54356.0,62,710,11,30,0,1,76
49096.0,15,144,4,32,1,1,61
33181.0,90,9,1,3,1,0,49
41014.0,65,7,1,6,1,0,47
7500.0,54,5,3,10,1,0,52
46014.0,21,410,7,59,1,1,51
63285.0,84,508,6,249,0,0,80
62972.0,39,313,7,47,0,1,70
76800.0,33,173,4,255,0,0,60
51267.0,37,183,3,64,1,1,47
79803.0,54,574,4,216,0,1,67
36408.0,11,9,1,4,1,1,76
56242.0,72,689,8,167,0,1,56
28320.0,68,19,1,14,0,1,75
82623.0,58,204,2,204,0,0,73
70503.0,73,1379,2,216,0,0,72
38590.0,65,3,1,8,1,0,54
77632.0,73,1200,4,758,0,0,78
25008.0,72,2,1,8,1,0,37
65316.0,65,112,3,92,1,1,63
83257.0,56,536,5,590,0,0,30
61467.0,69,410,5,114,0,2,77
75283.0,26,733,6,180,1,2,68
46610.0,4,288,6,30,0,0,67
61286.0,34,356,7,107,0,1,59
75777.0,12,712,3,538,0,0,43
27116.0,78,12,2,21,1,1,64
,87,445,2,359,0,0,52
45068.0,25,14,1,3,0,1,51
58554.0,55,368,8,68,1,1,57
21994.0,4,9,0,6,0,1,68
24480.0,46,4,3,9,1,0,44
59601.0,14,691,2,69,0,1,48
46681.0,52,269,4,69,0,2,77
54342.0,74,84,3,34,1,1,69
27100.0,64,12,1,13,1,0,42
55284.0,60,547,7,140,0,1,69
84618.0,96,684,6,801,0,0,60
57967.0,39,229,4,137,0,1,63
77298.0,46,425,6,292,0,1,46
21994.0,4,9,0,6,0,1,68
71488.0,87,162,3,124,0,0,60
40637.0,72,22,1,13,1,1,60
35790.0,54,12,2,20,1,0,48
24683.0,98,8,2,10,1,0,35
69096.0,4,247,5,159,0,1,67
56386.0,51,230,9,214,1,1,44
113734.0,9,6,27,3,0,0,80
37787.0,50,40,3,40,1,0,53
30477.0,16,47,1,6,1,0,41
33762.0,61,53,2,34,2,1,66
21846.0,38,7,4,18,1,0,39
70421.0,98,479,10,136,0,1,71
73448.0,10,236,7,189,0,0,56
29760.0,87,64,3,68,1,0,40
44635.0,25,56,2,9,1,1,54
42081.0,86,175,6,110,1,0,43
43638.0,37,63,4,83,0,1,56
42192.0,40,40,2,15,0,0,77
26759.0,65,25,2,16,1,0,53
63693.0,63,587,11,337,0,1,47
43482.0,83,18,2,32,2,1,59
67546.0,90,864,4,768,0,0,37
48752.0,8,73,6,100,1,1,56
42618.0,92,76,5,74,1,0,53
36947.0,49,88,3,21,1,1,58
37758.0,49,27,1,10,1,1,59
80695.0,85,557,5,984,0,0,62
50501.0,10,297,5,38,1,1,71
51813.0,37,51,2,7,1,1,53
63810.0,45,977,4,253,0,1,59
49681.0,66,411,7,26,0,2,49
70545.0,29,138,4,63,0,1,73
42554.0,93,29,2,11,1,1,47
85693.0,59,386,9,183,0,1,46
30015.0,28,25,1,22,1,0,55
28332.0,58,14,2,13,0,0,73
13260.0,48,9,3,17,1,1,55
49476.0,29,386,2,95,0,1,62
46098.0,86,57,3,27,1,1,50
44421.0,53,110,5,59,1,1,54
42607.0,30,156,3,56,0,1,71
24711.0,86,10,3,25,0,0,43
64713.0,11,180,5,241,1,0,55
81044.0,0,450,5,535,0,0,78
53201.0,49,280,6,81,1,1,50
78285.0,13,647,6,391,0,0,37
35340.0,1,27,2,12,1,1,69
38823.0,56,70,2,11,0,1,76
22212.0,49,5,2,20,1,0,50
30093.0,19,2,2,28,0,0,35
38097.0,70,77,3,35,1,1,55
71604.0,3,345,8,528,0,0,80
69401.0,41,399,4,159,0,1,52
36550.0,74,47,9,94,1,0,47
72643.0,60,526,3,553,0,0,76
77353.0,38,275,6,107,0,1,45
65176.0,57,960,9,183,0,1,56
42473.0,72,93,2,21,1,1,49
64014.0,56,406,8,30,2,1,79
23626.0,84,27,3,14,1,0,55
71670.0,8,1462,5,128,0,0,63
46610.0,8,96,4,96,0,2,73
37697.0,82,34,2,21,1,0,49
43020.0,79,45,4,99,1,0,55
24027.0,7,14,2,11,1,0,49
87305.0,19,345,5,501,0,0,65
51411.0,81,14,0,3,1,2,72
61825.0,56,162,4,100,0,1,46
58138.0,58,635,8,546,0,0,68
69901.0,95,312,7,206,0,1,56
54210.0,18,70,4,109,0,1,46
65463.0,17,391,6,70,1,0,51
35765.0,86,22,2,30,1,0,35
23559.0,87,25,3,19,1,0,52
27161.0,41,7,1,23,1,0,39
81300.0,17,1004,10,145,0,1,62
39435.0,16,71,3,18,1,0,52
33585.0,91,30,2,33,0,1,59
72063.0,3,180,5,348,0,1,46
11012.0,82,24,3,26,1,0,41
79865.0,12,71,5,278,0,1,71
72968.0,8,1092,5,592,0,0,62
78394.0,13,298,4,697,0,0,39
55521.0,11,416,6,26,1,2,70
36143.0,33,12,0,1,1,0,44
40442.0,52,45,3,52,1,1,73
61223.0,46,709,9,182,0,1,58
87195.0,35,217,3,690,0,0,66
77845.0,40,760,3,480,0,0,36
76445.0,2,739,2,309,1,0,54
93404.0,97,1279,3,287,1,2,71
25707.0,18,1,1,2,1,0,41
61823.0,26,523,8,134,0,1,73
60894.0,61,606,10,155,0,1,59
82347.0,38,556,7,845,0,0,68
36634.0,0,213,5,76,0,1,71
73450.0,85,1142,7,415,0,0,43
30732.0,44,155,4,25,1,0,45
59809.0,36,598,3,141,0,2,49
43776.0,77,8,1,9,1,0,42
63810.0,45,977,4,253,0,1,59
58086.0,80,708,11,62,0,1,56
21282.0,76,1,2,8,1,0,47
41275.0,33,24,3,22,1,2,65
48186.0,39,97,4,66,1,0,51
23748.0,97,6,2,29,1,0,57
83829.0,78,897,4,430,0,0,50
44359.0,19,20,2,14,1,1,47
37284.0,46,11,0,2,1,1,50
5648.0,68,28,1,6,1,1,75
55707.0,91,208,3,82,0,1,72
66375.0,96,712,2,45,0,1,77
30899.0,35,24,1,8,1,0,51
36627.0,78,9,0,5,2,0,50
83664.0,57,866,2,151,1,1,57
71855.0,59,548,5,422,0,1,48
47889.0,94,29,2,29,1,0,51
83033.0,82,812,11,431,1,0,39
51518.0,92,350,3,66,0,1,67
88420.0,87,957,4,612,0,0,36
60597.0,2,522,2,257,0,1,61
77766.0,97,1004,11,265,0,1,58
33438.0,81,62,2,16,1,1,67
77142.0,54,476,4,162,0,0,77
59041.0,25,69,2,15,1,1,52
48330.0,2,28,1,4,0,1,64
62882.0,26,509,7,497,0,1,56
80011.0,3,421,8,536,0,1,45
53172.0,54,121,2,90,0,1,47
53593.0,60,349,7,78,1,1,72
22944.0,67,19,3,19,1,0,44
58113.0,66,221,9,169,0,1,66
39660.0,36,139,7,78,1,0,43
26518.0,33,20,2,28,1,1,76
58656.0,25,962,7,194,0,1,69
49413.0,88,205,4,41,0,1,73
50523.0,89,51,2,24,1,1,65
21255.0,56,29,2,25,1,0,51
91700.0,58,576,8,961,0,0,54
29548.0,52,7,1,6,1,0,55
21063.0,34,1,2,11,1,0,38
31163.0,54,2,1,10,1,0,52
69932.0,97,412,7,153,0,1,61
68462.0,6,561,3,785,0,0,56
33471.0,47,43,3,27,1,0,52
30467.0,8,1,1,8,1,0,53
72025.0,46,967,4,617,0,0,76
69139.0,23,86,4,75,0,1,60
28071.0,65,39,5,130,0,0,45
84219.0,27,434,3,400,0,0,37
26642.0,71,13,2,15,1,0,58
25293.0,51,15,1,11,1,0,56
58275.0,48,189,8,253,1,1,70
73356.0,56,1050,5,322,0,0,41
44392.0,71,87,4,71,1,1,51
82326.0,30,938,5,754,0,0,48
6560.0,2,67,1,26,0,0,43
34213.0,2,50,3,28,1,1,62
22669.0,30,16,4,36,1,0,50
28164.0,23,3,2,26,1,0,55
28072.0,10,30,1,10,1,0,39
34445.0,92,228,11,122,0,0,44
77766.0,97,1004,11,265,0,1,58
81380.0,51,741,4,689,0,0,58
,82,71,2,16,1,1,54
55249.0,81,97,2,19,0,1,69
82072.0,67,889,3,685,0,0,55
56046.0,9,577,10,64,0,0,60
74214.0,3,863,8,547,0,0,35
91820.0,72,410,5,747,0,0,39
74881.0,48,505,9,270,1,1,64
59247.0,87,327,5,122,0,2,63
69702.0,8,664,7,240,0,1,74
27938.0,31,13,1,8,1,0,37
,96,231,6,196,0,1,62
56129.0,65,320,6,133,0,1,72
25443.0,82,1,1,3,1,0,36
74293.0,66,375,5,335,0,0,32
22419.0,74,30,3,47,0,0,62
92533.0,84,693,6,118,0,0,40
37929.0,49,202,4,46,0,0,40
53083.0,65,215,5,33,1,1,67
56721.0,64,157,4,39,1,1,53
50943.0,49,31,1,7,0,1,69
80617.0,42,594,4,631,0,0,30
84835.0,0,189,4,379,0,0,55
43795.0,11,314,7,53,0,1,57
17345.0,79,4,2,16,1,0,47
20895.0,24,18,2,17,1,0,52
48948.0,53,437,7,206,0,0,82
80995.0,83,860,8,409,0,1,67
26487.0,23,2,2,10,1,0,47
62503.0,40,478,8,193,0,1,69
37070.0,30,231,5,137,1,1,59
78416.0,99,453,7,279,0,1,49
83512.0,31,1060,4,835,0,0,39
67445.0,63,757,9,217,0,1,51
50447.0,4,85,3,24,2,0,55
65148.0,9,460,6,422,0,1,67
26576.0,40,10,1,8,1,0,39
42429.0,99,55,1,6,0,1,52
67445.0,63,757,9,217,0,1,51
58398.0,44,299,5,201,0,0,72
,4,230,7,192,2,1,68
62551.0,27,125,6,98,0,0,72
50965.0,87,544,10,85,0,1,69
80812.0,95,769,4,500,0,0,72
157146.0,13,1,0,1725,0,0,48
36927.0,46,51,3,16,1,1,70
42523.0,96,14,1,11,0,0,61
38578.0,2,38,3,22,1,1,53
23091.0,98,35,2,11,1,1,62
18393.0,2,7,3,13,1,0,51
36732.0,71,21,1,3,1,1,66
76542.0,91,794,4,573,0,0,69
39665.0,97,127,4,56,1,0,44
65275.0,9,388,4,218,0,0,81
50729.0,62,239,6,143,1,1,67
55686.0,27,673,6,199,0,1,59
27242.0,2,3,2,26,1,0,55
83003.0,18,856,7,570,0,0,60
27943.0,89,12,2,16,1,1,58
31497.0,22,108,3,28,0,1,63
38360.0,26,36,2,42,1,0,36
31928.0,5,33,3,24,1,0,36
33629.0,49,132,3,16,1,1,62
51717.0,55,98,3,17,0,1,60
46524.0,70,31,1,35,0,1,64
51563.0,60,1166,4,48,0,0,38
70643.0,66,1218,5,304,0,0,41
26091.0,84,15,2,19,1,1,68
17688.0,82,2,1,1,1,0,46
70091.0,11,964,5,137,1,0,56
65819.0,99,267,5,701,0,0,47
74716.0,92,133,7,421,0,1,53
41154.0,98,44,1,11,0,1,47
52278.0,24,953,10,71,0,1,62
46310.0,99,185,6,88,1,0,49
42767.0,53,20,3,43,2,0,54
80910.0,71,160,3,369,0,0,39
68695.0,3,458,4,356,0,0,56
61794.0,74,264,4,188,0,1,64
83443.0,89,518,6,742,0,0,53
26490.0,92,45,3,52,0,0,67
62745.0,89,562,7,464,0,1,60
66373.0,57,328,4,124,1,1,47
26816.0,50,5,0,6,0,0,39
24206.0,66,7,1,8,1,0,55
46049.0,11,342,5,112,1,1,49
23478.0,51,28,3,27,0,0,60
63342.0,48,918,8,118,0,1,64
94472.0,75,1017,5,417,0,1,67
75127.0,92,203,2,305,0,0,73
36317.0,53,87,3,25,0,1,60
16860.0,19,10,1,4,1,1,64
38557.0,17,76,3,31,1,0,47
31158.0,62,25,2,16,1,0,40
47691.0,43,14,1,3,0,1,46
35322.0,34,28,2,37,1,2,57
23724.0,65,5,2,15,1,0,46
34968.0,11,158,3,45,1,0,45
46772.0,88,350,11,189,0,1,50
87679.0,62,1259,7,815,0,0,37
31814.0,73,35,2,20,1,0,52
68274.0,83,135,4,51,1,1,46
35196.0,68,75,6,141,1,0,41
25358.0,57,19,1,5,0,1,78
156924.0,85,2,0,2,0,0,76
85431.0,54,376,2,462,0,0,73
86857.0,96,899,5,838,0,0,53
68352.0,47,614,8,132,0,1,51
37085.0,65,39,3,16,1,1,50
50616.0,56,128,4,16,0,1,57
49166.0,17,224,5,25,0,1,51
61482.0,39,48,3,68,0,0,60
67087.0,40,329,7,222,0,1,72
89694.0,22,1126,4,211,1,1,52
25851.0,45,9,2,18,1,0,47
65991.0,21,507,9,364,0,1,49
43776.0,9,177,5,71,1,1,73
40246.0,68,2,1,6,1,0,48
40059.0,82,110,6,92,1,0,41
20130.0,99,0,1,3,0,0,51
68682.0,56,919,4,505,0,0,34
79823.0,6,835,6,380,0,1,66
83837.0,79,847,9,119,0,0,77
8028.0,62,73,0,66,0,0,34
71322.0,31,121,4,124,0,1,49
60230.0,78,520,6,367,0,1,69
54252.0,25,178,4,26,1,1,69
11448.0,16,0,1,0,0,0,50
17459.0,12,6,3,16,1,0,50
66653.0,18,452,4,102,1,1,50
34043.0,97,20,2,14,1,0,47
21675.0,55,4,4,16,1,0,49
80739.0,92,674,3,736,0,0,67
52195.0,2,12,1,4,2,1,47
69867.0,30,196,3,512,0,0,39
66033.0,76,293,8,179,0,1,68
38887.0,17,25,1,13,1,0,53
67353.0,37,702,5,151,0,1,55
70116.0,73,707,2,603,0,0,53
58330.0,87,445,6,213,0,1,50
24434.0,9,3,2,8,2,0,53
51012.0,86,102,4,63,0,0,79
56962.0,60,292,6,77,2,1,60
38998.0,92,34,2,14,1,1,71
64849.0,42,652,9,350,0,0,68
17487.0,37,0,1,1,1,0,36
66973.0,98,466,8,432,0,0,36
74637.0,73,960,6,464,0,0,71
89572.0,44,606,7,974,0,0,59
51315.0,45,68,2,39,0,0,77
26751.0,26,1,1,5,2,0,51
35523.0,8,11,3,22,1,0,44
40590.0,30,154,3,50,1,1,56
40887.0,32,50,3,44,1,1,73
56962.0,60,292,6,77,2,1,60
22263.0,31,17,1,2,1,1,74
51039.0,11,100,6,79,1,1,56
66465.0,1,1200,11,204,0,1,70
27590.0,38,6,1,5,1,0,43
55759.0,84,675,10,85,0,1,63
56551.0,48,67,2,32,1,1,75
3502.0,56,2,0,1,1,0,52
78353.0,51,752,10,476,0,1,66
41580.0,15,56,2,24,1,1,47
35791.0,94,27,1,5,2,1,60
43974.0,19,378,6,101,1,0,45
80134.0,11,966,2,282,0,0,31
82347.0,38,556,7,845,0,0,68
54549.0,8,216,5,6,0,1,73
44010.0,46,186,10,234,1,0,45
49618.0,77,80,3,26,1,1,59
55593.0,63,293,6,124,0,1,52
54178.0,79,135,2,39,0,1,58
49980.0,79,104,3,54,0,1,62
69109.0,10,823,6,459,0,0,43
43322.0,25,56,3,48,0,0,51
80952.0,20,778,8,689,0,0,56
67911.0,63,529,6,356,0,1,76
37368.0,4,3,1,11,1,0,50
72828.0,17,1205,6,235,0,1,63
73059.0,36,410,9,420,0,1,78
7500.0,59,6,2,11,0,0,49
43824.0,18,96,3,42,1,1,54
44319.0,18,26,2,8,1,1,50
25224.0,36,4,1,12,1,0,53
83528.0,7,530,4,678,0,0,33
67369.0,81,1298,7,70,0,1,56
33402.0,60,26,2,19,1,1,73
53843.0,64,378,8,88,0,1,60
49912.0,5,520,10,223,0,1,76
79244.0,58,471,4,125,0,0,32
46053.0,46,56,3,92,1,0,53
50611.0,98,459,4,24,0,1,65
67911.0,63,529,6,356,0,1,76
55517.0,53,483,11,108,1,1,75
79174.0,2,1074,5,518,0,0,50
74859.0,63,570,6,614,0,0,76
69476.0,3,260,4,559,0,0,56
56534.0,35,691,10,61,0,1,57
65324.0,0,384,6,102,0,1,71
71706.0,16,931,9,253,0,1,66
80317.0,64,536,3,387,0,0,70
55260.0,81,825,8,53,0,1,53
21059.0,40,8,3,19,1,0,43
45989.0,97,138,3,87,0,1,61
62204.0,38,317,4,247,0,2,65
48432.0,3,322,7,50,0,1,52
47703.0,95,359,6,134,0,1,72
81169.0,47,1288,5,613,0,0,50
62061.0,12,641,10,84,0,1,49
59412.0,56,90,4,165,0,0,74
46891.0,91,43,2,23,0,1,60
53204.0,40,29,1,8,1,1,49
56223.0,72,77,2,31,0,1,77
82333.0,60,1311,4,359,0,0,39
79146.0,33,245,8,223,1,1,58
7500.0,63,10,3,18,1,0,33
15287.0,60,1,1,8,1,0,46
37284.0,46,11,0,2,1,1,50
48526.0,32,23,2,23,1,0,46
73454.0,95,982,2,351,0,0,38
58607.0,63,867,2,86,0,1,76
50737.0,61,78,2,11,0,1,70
40800.0,77,24,3,27,1,2,61
45143.0,74,202,6,74,0,1,60
59821.0,11,629,11,70,0,1,70
39548.0,87,15,1,10,1,1,62
68655.0,95,456,4,832,0,0,37
42387.0,42,235,8,235,1,0,36
38415.0,91,22,1,13,1,1,47
83790.0,81,1076,8,417,0,0,77
75114.0,40,571,3,523,0,0,33
22518.0,36,11,2,12,1,0,39
29478.0,59,8,1,7,1,0,49
49187.0,63,81,1,31,0,1,49
53700.0,94,263,5,233,0,1,73
42394.0,69,15,1,10,1,0,53
19514.0,47,14,3,21,1,1,57
32892.0,78,26,3,15,1,0,54
71367.0,24,227,4,389,0,0,66
34529.0,94,68,2,38,1,0,49
65169.0,23,1074,10,69,0,0,43
34824.0,65,4,1,11,0,0,30
66480.0,71,199,4,57,1,1,60
75437.0,25,795,8,545,0,0,47
93790.0,16,1302,6,731,0,0,55
33228.0,28,22,2,31,1,0,45
34176.0,12,5,3,24,1,0,37
56775.0,62,614,5,160,0,1,46
80134.0,40,1218,5,272,1,0,53
52869.0,40,84,3,61,1,1,71
40780.0,30,229,7,71,0,1,49
45207.0,64,203,3,10,1,1,51
23162.0,82,8,1,9,1,1,55
90247.0,27,1184,3,352,0,0,37
77044.0,12,625,7,242,0,1,53
60033.0,28,62,2,57,0,1,71
45057.0,80,37,2,7,1,0,46
35860.0,37,15,1,8,1,1,52
60093.0,92,502,7,109,0,1,51
54414.0,49,109,3,16,1,1,62
87771.0,61,1492,5,287,0,1,66
37155.0,51,23,2,26,1,0,36
87000.0,61,196,4,607,0,0,33
47025.0,98,508,11,59,0,1,47
46984.0,71,19,1,10,1,1,69
42664.0,44,21,1,3,0,1,58
48920.0,93,238,6,68,0,2,61
32218.0,27,10,2,15,0,0,65
63207.0,68,438,2,565,0,0,33
33996.0,46,40,1,15,0,0,36
30168.0,51,154,6,66,1,0,47
24882.0,52,1,1,10,1,0,47
57513.0,59,735,9,183,0,0,82
62847.0,45,521,3,706,0,0,80
90765.0,25,547,4,812,0,0,55
53374.0,34,896,4,101,0,1,56
64108.0,8,948,6,86,0,1,72
67046.0,92,544,4,133,0,1,74
36715.0,16,172,7,125,1,0,54
41003.0,11,123,6,142,0,0,62
37758.0,49,27,1,10,1,1,59
55412.0,65,10,2,28,1,1,49
21918.0,37,1,2,7,1,0,56
61278.0,87,111,3,28,0,1,72
17649.0,70,15,3,23,1,0,49
40794.0,18,261,6,73,0,1,50
27469.0,2,9,0,2,0,0,78
46102.0,3,14,1,1,2,1,63
52614.0,63,789,2,142,0,1,50
72940.0,13,182,3,298,0,0,55
153924.0,81,1,0,1,0,0,50
32892.0,78,26,3,15,1,0,54
57091.0,0,464,7,64,0,0,64
43456.0,0,275,5,68,0,1,59
7500.0,24,3,3,14,0,0,29
50611.0,98,459,4,24,0,1,65
51111.0,83,22,2,19,1,1,44
24884.0,32,3,0,7,1,0,53
42835.0,64,379,6,93,1,1,54
33622.0,22,39,2,22,1,1,53
34377.0,55,62,2,22,0,1,62
86358.0,78,957,5,494,1,1,59
58293.0,94,173,5,118,1,0,44
53230.0,86,176,5,98,0,1,69
22434.0,25,4,2,11,1,0,38
53154.0,50,129,3,21,0,1,66
,75,532,5,490,0,0,82
37717.0,31,9,1,6,1,0,47
55212.0,65,1103,4,45,0,1,56
18978.0,41,2,1,1,1,0,52
30279.0,13,10,1,14,1,0,36
56337.0,25,349,8,144,1,1,44
26907.0,10,9,1,7,1,1,49
5305.0,12,12,1,7,0,1,49
81702.0,98,563,7,774,0,0,45
68743.0,81,1132,11,384,0,0,58
35196.0,68,75,6,141,1,0,41
23976.0,68,14,3,21,1,0,41
75154.0,79,543,6,205,0,1,67
80573.0,85,829,4,430,0,0,54
70893.0,42,768,6,561,0,0,49
49605.0,65,42,2,29,0,0,59
57744.0,91,350,9,39,0,1,71
74918.0,78,972,5,913,0,0,56
36959.0,56,25,2,25,1,0,44
92491.0,71,979,7,935,0,0,42
58350.0,5,493,8,206,0,1,54
65486.0,29,245,4,125,0,1,68
62820.0,51,398,3,265,0,0,71
80395.0,62,445,6,706,0,0,70
63967.0,57,387,4,141,0,1,57
25130.0,10,2,2,7,1,0,45
21355.0,5,5,2,14,1,0,40
71819.0,70,1224,3,140,0,1,54
48985.0,13,19,1,18,0,1,57
61456.0,47,563,6,384,0,1,50
40706.0,37,59,3,11,2,1,57
50616.0,71,30,1,25,0,1,75
14515.0,71,6,2,9,1,0,45
60152.0,6,325,6,300,0,1,46
77226.0,29,631,6,239,0,1,62
64795.0,23,412,3,119,0,1,54
33812.0,86,4,2,19,1,0,40
65777.0,87,565,2,435,0,0,58
49389.0,55,40,2,19,1,1,74
57705.0,14,383,8,53,0,1,59
66825.0,73,243,4,405,0,0,58
72217.0,93,816,3,450,0,0,63
37859.0,75,22,1,8,1,2,63
25545.0,35,32,2,64,1,0,38
65808.0,1,155,5,80,1,1,54
46015.0,25,38,1,2,1,1,70
84953.0,73,167,3,602,0,0,72
76982.0,19,464,8,292,0,0,58
40662.0,0,40,2,23,1,0,46
38175.0,6,70,3,69,1,0,41
40851.0,63,23,1,7,1,1,54
42000.0,23,124,5,267,0,0,38
59184.0,6,341,6,113,0,1,64
31686.0,31,11,1,5,1,1,61
54809.0,0,63,2,57,1,1,48
22634.0,47,2,2,11,0,0,59
46931.0,94,41,1,17,2,1,48
31590.0,40,6,1,15,1,0,53
36957.0,43,100,3,16,1,1,72
28457.0,96,24,4,108,0,0,73
61010.0,57,888,8,57,0,1,73
64892.0,77,527,6,230,0,1,49
52597.0,69,492,6,37,0,1,63
78789.0,12,667,4,850,0,0,45
30843.0,43,24,1,2,1,1,59
64857.0,78,556,7,717,0,0,69
13624.0,93,10,2,15,1,0,49
21840.0,80,17,1,9,1,0,42
66476.0,99,372,5,126,0,1,49
69209.0,4,496,5,849,0,0,53
20180.0,27,18,2,24,0,0,49
38200.0,19,12,1,4,1,1,55
52157.0,48,189,3,29,0,1,75
